lnc_id	gene_id	Stg.I	Stg.II	stage	score	lnc_name	gene_name
ENSG00000260855	ENSG00000136709	0	0.4121831	Stg II	0.549577466666667	AL591848.3	WDR33
ENSG00000245573	ENSG00000136709	0	0.4462548	Stg II	0.5950064	BDNF-AS	WDR33
ENSG00000263753	ENSG00000136709	0	0.4648585	Stg II	0.619811333333333	LINC00667	WDR33
ENSG00000267213	ENSG00000136709	0.4791871	0	Stg I	0.638916133333333	AC007773.1	WDR33
ENSG00000260135	ENSG00000136709	0.4987378	0	Stg I	0.664983733333333	MMP2-AS1	WDR33
ENSG00000271614	ENSG00000136709	0	0.3818499	Stg II	0.5091332	ATP2B1-AS1	WDR33
ENSG00000260708	ENSG00000136709	0.5644304	0	Stg I	0.752573866666667	AL118516.1	WDR33
ENSG00000234684	ENSG00000136709	0	0.5337789	Stg II	0.7117052	SDCBP2-AS1	WDR33
ENSG00000247121	ENSG00000136709	0	0.4606791	Stg II	0.6142388	AC009126.1	WDR33
ENSG00000245281	ENSG00000136709	0	0.4057223	Stg II	0.540963066666667	AC124242.1	WDR33
ENSG00000253704	ENSG00000136709	0	0.4274833	Stg II	0.569977733333333	AC023632.2	WDR33
ENSG00000245556	ENSG00000136709	0	0.4032384	Stg II	0.5376512	SCAMP1-AS1	WDR33
ENSG00000235984	ENSG00000136709	-0.4478457	0	Stg I	0.5971276	GPC5-AS1	WDR33
ENSG00000264247	ENSG00000136709	0	0.5064516	Stg II	0.6752688	LINC00909	WDR33
ENSG00000257740	ENSG00000136709	0	0.4586652	Stg II	0.6115536	AC073896.3	WDR33
ENSG00000235257	ENSG00000136709	0	0.4007972	Stg II	0.534396266666667	ITGA9-AS1	WDR33
ENSG00000228172	ENSG00000136709	0	0.4237559	Stg II	0.565007866666667	AL020996.1	WDR33
ENSG00000241990	ENSG00000136709	0.4527662	0	Stg I	0.603688266666667	PRR34-AS1	WDR33
ENSG00000259891	ENSG00000136709	0	0.4082286	Stg II	0.5443048	AC107375.1	WDR33
ENSG00000261188	ENSG00000136709	0	0.4147941	Stg II	0.5530588	Z95115.1	WDR33
ENSG00000259959	ENSG00000136709	0	0.5332299	Stg II	0.7109732	AC107068.1	WDR33
ENSG00000258057	ENSG00000136709	0	0.4050696	Stg II	0.5400928	BCDIN3D-AS1	WDR33
ENSG00000180769	ENSG00000136709	0	0.3817101	Stg II	0.5089468	WDFY3-AS2	WDR33
ENSG00000246308	ENSG00000136709	0	0.5259287	Stg II	0.701238266666667	AC116535.1	WDR33
ENSG00000260948	ENSG00000136709	0	0.5305838	Stg II	0.707445066666667	AL390195.2	WDR33
ENSG00000260804	ENSG00000136709	0	0.3896951	Stg II	0.519593466666667	LINC01963	WDR33
ENSG00000268471	ENSG00000136709	0	0.4171942	Stg II	0.556258933333333	MIR4453HG	WDR33
ENSG00000237436	ENSG00000136709	0.4949761	0	Stg I	0.659968133333333	CAMTA1-DT	WDR33
ENSG00000245532	ENSG00000141499	-0.5032924	0	Stg I	0.671056533333333	NEAT1	WRAP53
ENSG00000272368	ENSG00000198492	-0.5039635	0	Stg I	0.671951333333333	AC074032.1	YTHDF2
ENSG00000245694	ENSG00000108953	-0.4950447	0	Stg I	0.6600596	CRNDE	YWHAE
ENSG00000175611	ENSG00000177485	0.7667739	0.1971064	Stg I	0.759556666666667	LINC00476	ZBTB33
ENSG00000253738	ENSG00000100403	0.9368412	0.4791935	Stg I	0.610196933333334	OTUD6B-AS1	ZC3H7B
ENSG00000253477	ENSG00000100403	0.7703505	0	Stg I	1.027134	AC012213.1	ZC3H7B
ENSG00000245532	ENSG00000155592	-0.588562	0	Stg I	0.784749333333333	NEAT1	ZKSCAN2
ENSG00000255198	ENSG00000006194	0.616975	0	Stg I	0.822633333333333	SNHG9	ZNF263
ENSG00000245532	ENSG00000181444	-0.4517695	0	Stg I	0.602359333333333	NEAT1	ZNF467
ENSG00000245694	ENSG00000198046	-0.653717	-0.2660297	Stg I	0.5169164	CRNDE	ZNF667
ENSG00000245532	ENSG00000139651	-0.5259271	0	Stg I	0.701236133333333	NEAT1	ZNF740
ENSG00000245532	ENSG00000170100	-0.4489876	0	Stg I	0.598650133333333	NEAT1	ZNF778
